mcap,liquidity,buy,sell,tax,scams,owner,worth,contract_age,pair_age,funding_time,source,holds,spoofed,snipers,fresh,whales,airdrops,amount,wallet,ape_score,safu_score,result,buy_tax,sell_tax,owner_type,owner_quant,holds_qty,holds_amt,eth_unit,spoofed_qty,spoofed_pct,snipers_qty,snipers_pct,fresh_qty,fresh_pct,whales_qty,whales_pct,wallet_id,safu_score_qty,printed
3070,1.3,23,0,56/42.8,0.0,0x6BF...e5  (5),1082.0,9,0,11,Binance,24 (41.1 ETH),0 own 0%,15 own 6.2%,0 own 0%,0 own 0%,0.0,9.0,29210,24,72,101.905,56,42.8,INDIVIDUAL,5,24.0,41.1,ETH),0.0,0.0,15.0,6.2,0.0,0.0,0.0,0.0,0x9f7...91,36,True
17326,2.7,47,48,0/0,0.4461538461538462,RENOUNCED (18),988.0,1448,1448,1440,Kucoin,60 (47.8 ETH),0 own 0%,1 own 0.5%,1 own 0.9%,1 own 1%,5.0,373.0,7412,29,100,-42.7223,0,0,RENOUNCED,18,60.0,47.8,ETH),0.0,0.0,1.0,0.5,1.0,0.9,1.0,1.0,mgugga.eth,5,False
165024,8.6,,198,0/0,0.48717948717948717,RENOUNCED (10),9108.0,39,21,40,Binance,260 (253.6 ETH),1 own 0.4%,12 own 5.1%,6 own 1.4%,3 own 2.6%,1.0,93.0,3606,8,80,-38.9253,0,0,RENOUNCED,10,260.0,253.6,ETH),1.0,0.4,12.0,5.1,6.0,1.4,3.0,2.6,0xBdE...ae,10,False
5721,1.8,48,0,28/33.6,0.0,0x6BF...e5  (6),1078.0,10,2,12,Binance,44 (73.8 ETH),0 own 0%,15 own 6.9%,0 own 0%,0 own 0%,0.0,87.0,4136,91,43,-49.4439,28,33.6,INDIVIDUAL,6,44.0,73.8,ETH),0.0,0.0,15.0,6.9,0.0,0.0,0.0,0.0,0xc53...d2,30,False
11591,2.9,24,0,0/23.9,0.55,0x945...4b  (4),630.0,6,0,12,FixedFloat,26 (32.9 ETH),0 own 0%,13 own 13.6%,0 own 0%,0 own 0%,1.0,186.0,6900,37,75,116.9589,0,23.9,INDIVIDUAL,4,26.0,32.9,ETH),0.0,0.0,13.0,13.6,0.0,0.0,0.0,0.0,0xd2f...E7,396,True
809731,42.3,,436,0/0,0.0,RENOUNCED (24),1187.0,8652,7203,8640,INDIVIDUAL,608 (454.4 ETH),1 own 0.3%,0 own 0%,11 own 2.3%,9 own 5.4%,0.0,1864.0,5025,24,93,-34.4269,0,0,RENOUNCED,24,608.0,454.4,ETH),1.0,0.3,0.0,0.0,11.0,2.3,9.0,5.4,0xd80...b2,15,False
357101,12.7,,280,0/0,0.48717948717948717,RENOUNCED (10),9109.0,44,26,45,Binance,331 (413.9 ETH),1 own 0.4%,7 own 2.7%,6 own 1.5%,4 own 4.8%,1.0,373.0,6302,41,93,118.6172,0,0,RENOUNCED,10,331.0,413.9,ETH),1.0,0.4,7.0,2.7,6.0,1.5,4.0,4.8,halfshibainu.eth,15,True
8043,2.0,8,0,25/56.5,0.0,0xec3...e8  (4),7856.0,17,0,3,Mexc,10 (15.8 ETH),0 own 0%,8 own 11.7%,0 own 0%,0 own 0%,0.0,161.0,3145,17,98,247.3725,25,56.5,INDIVIDUAL,4,10.0,15.8,ETH),0.0,0.0,8.0,11.7,0.0,0.0,0.0,0.0,0x04E...52,45,True
23493,5.0,43,1,0/0,0.8571428571428571,UNKNOWN (3),946.0,4,3,6,Binance,39 (18.6 ETH),0 own 0%,16 own 39.3%,24 own 46.9%,0 own 0%,0.0,373.0,7053,36,100,149.9048,0,0,UNKNOWN,3,39.0,18.6,ETH),0.0,0.0,16.0,39.3,24.0,46.9,0.0,0.0,0x5e2...24,4,True
8043,2.0,29,0,25/56.9,0.0,0xec3...e8  (4),7856.0,17,0,3,Mexc,27 (38.3 ETH),0 own 0%,8 own 11.7%,1 own 1.4%,0 own 0%,0.0,169.0,15406,29,76,-59.2182,25,56.9,INDIVIDUAL,4,27.0,38.3,ETH),0.0,0.0,8.0,11.7,1.0,1.4,0.0,0.0,0xbEf...31,49,False
13656,2.6,64,4,25/36.8,0.0,0xec3...e8  (4),12261.0,19,1,4,Mexc,56 (64.7 ETH),0 own 0%,7 own 10.2%,0 own 0%,0 own 0%,0.0,388.0,7874,42,100,117.737,25,36.8,INDIVIDUAL,4,56.0,64.7,ETH),0.0,0.0,7.0,10.2,0.0,0.0,0.0,0.0,0xE00...a3,24,True
56524,5.2,868,521,0/0,0.48717948717948717,RENOUNCED (10),9110.0,55,37,56,Binance,408 (349.6 ETH),1 own 0.4%,1 own 0.5%,4 own 1.2%,3 own 4.1%,1.0,298.0,5917,39,93,-35.7333,0,0,RENOUNCED,10,408.0,349.6,ETH),1.0,0.4,1.0,0.5,4.0,1.2,3.0,4.1,halfshibainu.eth,15,False
31849,3.7,103,34,0/5.2,0.5760869565217391,0x4F2...05  (6),5613.0,7,3,19,Mexc,86 (33.7 ETH),0 own 0%,23 own 33.8%,1 own 0.7%,0 own 0%,2.0,373.0,7649,51,100,-34.8589,0,5.2,INDIVIDUAL,6,86.0,33.7,ETH),0.0,0.0,23.0,33.8,1.0,0.7,0.0,0.0,0x5d2...C7,7,False
31366,4.8,58,4,0/4.1,0.55,0x945...4b  (4),1164.0,7,1,13,FixedFloat,53 (82.8 ETH),0 own 0%,13 own 13.6%,0 own 0%,0 own 0%,1.0,568.0,4066,91,42,-32.8505,0,4.1,INDIVIDUAL,4,53.0,82.8,ETH),0.0,0.0,13.0,13.6,0.0,0.0,0.0,0.0,0xc53...d2,31,False
143562,8.4,,605,0/0,0.48717948717948717,RENOUNCED (10),9102.0,58,40,59,Binance,382 (348.8 ETH),1 own 0.4%,0 own 0%,4 own 1.2%,3 own 5%,1.0,186.0,3469,7,92,107.0254,0,0,RENOUNCED,10,382.0,348.8,ETH),1.0,0.4,0.0,0.0,4.0,1.2,3.0,5.0,0x2cB...B1,13,True
27020,5.5,169,92,0/0,0.8571428571428571,UNKNOWN (4),937.0,15,14,17,Binance,78 (228.4 ETH),1 own 0.8%,7 own 16.8%,8 own 10.4%,2 own 2.5%,0.0,185.0,25940,12,92,-49.5062,0,0,UNKNOWN,4,78.0,228.4,ETH),1.0,0.8,7.0,16.8,8.0,10.4,2.0,2.5,0x302...41,25,False
23529,4.2,241,166,0/0,0.55,RENOUNCED (9),10235.0,19,13,26,FixedFloat,141 (105.4 ETH),0 own 0%,12 own 11.8%,1 own 0.1%,0 own 0%,1.0,185.0,7619,51,100,-33.0048,0,0,RENOUNCED,9,141.0,105.4,ETH),0.0,0.0,12.0,11.8,1.0,0.1,0.0,0.0,0x5d2...C7,7,False
439307,22.8,,692,0/0,0.5476190476190477,RENOUNCED (36),334.0,53,52,15,Kucoin,297 (161.7 ETH),1 own 0.2%,0 own 0%,16 own 18.4%,2 own 2.5%,1015.0,1888.0,192885,15,100,-31.2848,0,0,RENOUNCED,36,297.0,161.7,ETH),1.0,0.2,0.0,0.0,16.0,18.4,2.0,2.5,0xF4e...B2,10,False
53403,12.8,105,69,0/0,0.65,RENOUNCED (113),13.0,537140,537140,537120,Binance,185 (624.6 ETH),0 own 0%,0 own 0%,6 own 3.2%,4 own 3.1%,1.0,222.0,7477,12,100,-30.1695,0,0,RENOUNCED,113,185.0,624.6,ETH),0.0,0.0,0.0,0.0,6.0,3.2,4.0,3.1,0x0bA...70,25,False
7513,2.9,193,138,0/0,0.8571428571428571,UNKNOWN (4),937.0,25,24,28,Binance,50 (190.8 ETH),1 own 0.8%,1 own 2%,2 own 2.8%,2 own 2.5%,0.0,371.0,16266,18,90,100.7111,0,0,UNKNOWN,4,50.0,190.8,ETH),1.0,0.8,1.0,2.0,2.0,2.8,2.0,2.5,ucanfollowme.eth,192,True
3774,1.3,7,0,20/24.6,0.5,0xff3...C0  (4),617.0,5,0,21,Mexc,8 (5.1 ETH),0 own 0%,7 own 10.9%,0 own 0%,0 own 0%,1.0,75.0,3119,11,67,109.6925,20,24.6,INDIVIDUAL,4,8.0,5.1,ETH),0.0,0.0,7.0,10.9,0.0,0.0,0.0,0.0,0xc36...c5,3,True
38630,9.7,18,1,0/0,0.7948717948717948,UNKNOWN (3),168.0,13,0,27,INDIVIDUAL,18 (13.9 ETH),1 own 0.1%,9 own 30%,1 own 0.1%,1 own 0%,0.0,185.0,7064,37,75,100.7769,0,0,UNKNOWN,3,18.0,13.9,ETH),1.0,0.1,9.0,30.0,1.0,0.1,1.0,0.0,0xd2f...E7,395,True
27981,3.5,146,72,0/0,0.29411764705882354,RENOUNCED (10),5851.0,30,11,31,Mexc,104 (46.3 ETH),0 own 0%,11 own 9.8%,1 own 1.2%,0 own 0%,1.0,185.0,4033,13,94,-31.6833,0,0,RENOUNCED,10,104.0,46.3,ETH),0.0,0.0,11.0,9.8,1.0,1.2,0.0,0.0,0x46e...DE,32,False
17017,3.6,283,228,0/0,0.55,RENOUNCED (9),10234.0,28,22,35,FixedFloat,114 (77.5 ETH),0 own 0%,11 own 11.4%,1 own 0.1%,0 own 0%,1.0,371.0,5664,12,100,103.5473,0,0,RENOUNCED,9,114.0,77.5,ETH),0.0,0.0,11.0,11.4,1.0,0.1,0.0,0.0,0x745...A2,3,True
6045,1.7,28,20,1/1.4,1.0,UNKNOWN (6),486.0,28,15,35,INDIVIDUAL,17 (19.2 ETH),0 own 0%,0 own 0%,5 own 14.6%,0 own 0%,0.0,185.0,16779,21,93,119.5986,1,1.4,UNKNOWN,6,17.0,19.2,ETH),0.0,0.0,0.0,0.0,5.0,14.6,0.0,0.0,0xDF5...12,54,True
4404,1.4,33,0,0/1.6,0.0,0x0C8...92  (5),753.0,7,0,19,Binance,36 (19.0 ETH),0 own 0%,33 own 15.7%,2 own 1.9%,0 own 0%,2.0,185.0,7593,37,75,-38.261,0,1.6,INDIVIDUAL,5,36.0,19.0,ETH),0.0,0.0,33.0,15.7,2.0,1.9,0.0,0.0,0xd2f...E7,395,False
7615,1.8,72,0,0/1.2,0.0,0x0C8...92  (5),753.0,7,0,19,Binance,36 (18.8 ETH),0 own 0%,33 own 19.7%,1 own 1.5%,0 own 0%,2.0,46.0,7564,37,75,-45.0439,0,1.2,INDIVIDUAL,5,36.0,18.8,ETH),0.0,0.0,33.0,19.7,1.0,1.5,0.0,0.0,0xd2f...E7,395,False
28831,3.6,291,179,0/0,0.29411764705882354,RENOUNCED (10),5851.0,45,26,46,Mexc,148 (122.1 ETH),1 own 0.7%,4 own 3.1%,1 own 0.7%,1 own 0.7%,1.0,557.0,3428,29,99,-48.338,0,0,RENOUNCED,10,148.0,122.1,ETH),1.0,0.7,4.0,3.1,1.0,0.7,1.0,0.7,0x088...1F,77,False
30276,3.7,316,214,0/0,0.29411764705882354,RENOUNCED (10),5851.0,48,30,50,Mexc,137 (113.7 ETH),1 own 0.7%,3 own 1.6%,1 own 0.7%,1 own 0.7%,1.0,557.0,5898,38,90,-33.1497,0,0,RENOUNCED,10,137.0,113.7,ETH),1.0,0.7,3.0,1.6,1.0,0.7,1.0,0.7,0xF7F...d1,31,False
4111,1.5,16,0,20/38.6,0.53,0x86F...F8  (4),96.0,18,0,37,FixedFloat,18 (12.1 ETH),0 own 0%,16 own 24.7%,0 own 0%,0 own 0%,0.0,169.0,3614,33,49,114.8767,20,38.6,INDIVIDUAL,4,18.0,12.1,ETH),0.0,0.0,16.0,24.7,0.0,0.0,0.0,0.0,0x0b6...E3,214,True
551340,52.7,,1587,0/0,0.7175572519083969,RENOUNCED (6),83.0,1447,59,1440,INDIVIDUAL,481 (240.4 ETH),1 own 0.6%,1 own 0.1%,13 own 2.8%,2 own 1.2%,1.0,1509.0,3139,10,100,-30.7631,0,0,RENOUNCED,6,481.0,240.4,ETH),1.0,0.6,1.0,0.1,13.0,2.8,2.0,1.2,0x57a...19,17,False
22444,3.1,102,0,0/3.5,0.0,0x0C8...92  (5),753.0,8,1,19,Binance,91 (71.6 ETH),0 own 0%,33 own 20.2%,1 own 1.5%,1 own 0.5%,2.0,74.0,7450,37,75,108.1166,0,3.5,INDIVIDUAL,5,91.0,71.6,ETH),0.0,0.0,33.0,20.2,1.0,1.5,1.0,0.5,0xd2f...E7,395,True
9653,3.3,203,146,0/0,0.8571428571428571,UNKNOWN (5),0.0,30,28,32,Binance,49 (186.7 ETH),1 own 0.8%,1 own 2%,2 own 2.8%,2 own 2.5%,0.0,185.0,6562,10,100,110.928,0,0,UNKNOWN,5,49.0,186.7,ETH),1.0,0.8,1.0,2.0,2.0,2.8,2.0,2.5,0x8eb...77,5,True
107395,10.3,,214,0/9.9,0.0,0x25F...c8  (10),4391.0,6,49,41760,Binance,142 (70.3 ETH),1 own 0.6%,9 own 11%,6 own 7.5%,0 own 0%,3.0,377.0,4010,20,100,109.1184,0,9.9,INDIVIDUAL,10,142.0,70.3,ETH),1.0,0.6,9.0,11.0,6.0,7.5,0.0,0.0,insidddoooooor.eth,11,True
7933,1.9,18,0,0/4.3,0.2898550724637681,0x5e7...1F  (6),701.0,25,4,28,Binance,19 (6.4 ETH),0 own 0%,7 own 9.7%,0 own 0%,0 own 0%,1.0,55.0,3149,18,100,-33.7943,0,4.3,INDIVIDUAL,6,19.0,6.4,ETH),0.0,0.0,7.0,9.7,0.0,0.0,0.0,0.0,0x3Ee...72,3,False
31746,4.2,149,28,0/0,0.7338709677419355,RENOUNCED (9),6776.0,22,17,51,Binance,114 (131.2 ETH),0 own 0%,16 own 10.7%,5 own 3.3%,0 own 0%,0.0,371.0,3300,31,97,-30.4276,0,0,RENOUNCED,9,114.0,131.2,ETH),0.0,0.0,16.0,10.7,5.0,3.3,0.0,0.0,0x486...36,127,False
17410,4.4,240,160,0/0,0.8571428571428571,UNKNOWN (5),0.0,4,3,1,Binance,69 (193.4 ETH),1 own 0.8%,1 own 2%,3 own 2.1%,2 own 2.5%,0.0,703.0,6916,21,96,-32.8111,0,0,UNKNOWN,5,69.0,193.4,ETH),1.0,0.8,1.0,2.0,3.0,2.1,2.0,2.5,0x217...1e,25,False
45708,4.5,339,229,0/0,0.29411764705882354,RENOUNCED (10),5852.0,50,32,52,Mexc,143 (114.8 ETH),1 own 0.7%,3 own 1.6%,1 own 0.7%,1 own 0.7%,1.0,278.0,3281,6,100,-40.1617,0,0,RENOUNCED,10,143.0,114.8,ETH),1.0,0.7,3.0,1.6,1.0,0.7,1.0,0.7,0x342...a3,4,False
10035,2.5,39,32,0/0,0.4936708860759494,RENOUNCED (37),75.0,99375,99375,99360,Binance,152 (31.0 ETH),0 own 0%,15 own 14.5%,3 own 0.7%,0 own 0%,0.0,557.0,10862,24,100,-30.7666,0,0,RENOUNCED,37,152.0,31.0,ETH),0.0,0.0,15.0,14.5,3.0,0.7,0.0,0.0,0xF4D...88,39,False
32318,3.6,99,24,0/5.3,0.2857142857142857,0x469...d7  (23),3314.0,29,8,66240,Binance,90 (38.6 ETH),0 own 0%,48 own 35.5%,9 own 5%,0 own 0%,1.0,185.0,3748,21,84,-34.5068,0,5.3,INDIVIDUAL,23,90.0,38.6,ETH),0.0,0.0,48.0,35.5,9.0,5.0,0.0,0.0,0x94d...E4,87,False
57967,5.6,192,48,0/0,0.7338709677419355,RENOUNCED (9),6776.0,27,22,56,Binance,144 (138.3 ETH),0 own 0%,16 own 10.7%,5 own 3%,0 own 0%,0.0,278.0,6435,21,91,112.0338,0,0,RENOUNCED,9,144.0,138.3,ETH),0.0,0.0,16.0,10.7,5.0,3.0,0.0,0.0,0xA27...50,75,True
28262,4.0,219,75,0/0,0.7338709677419355,RENOUNCED (9),6775.0,33,28,1,Binance,143 (135.2 ETH),0 own 0%,16 own 10.6%,4 own 2.8%,0 own 0%,0.0,557.0,3709,29,99,102.121,0,0,RENOUNCED,9,143.0,135.2,ETH),0.0,0.0,16.0,10.6,4.0,2.8,0.0,0.0,0x088...1F,79,True
26396,3.6,113,69,0/0,0.9130434782608695,UNKNOWN (12),0.0,42,53,11,Binance,40 (15.4 ETH),0 own 0%,1 own 1.1%,3 own 11%,1 own 0%,2.0,364.0,13696,23,72,-39.7065,0,0,UNKNOWN,12,40.0,15.4,ETH),0.0,0.0,1.0,1.1,3.0,11.0,1.0,0.0,0x9B2...25,87,False
11248,2.5,39,0,25/31.8,0.4864864864864865,0x5D9...75  (4),376.0,12,3,45,Binance,31 (11.2 ETH),0 own 0%,7 own 10.8%,1 own 1.1%,0 own 0%,0.0,46.0,3502,23,70,-34.3859,25,31.8,INDIVIDUAL,4,31.0,11.2,ETH),0.0,0.0,7.0,10.8,1.0,1.1,0.0,0.0,0xfF3...Bb,202,False
17547,3.1,49,1,25/33.4,0.4864864864864865,0x5D9...75  (4),376.0,14,5,47,Binance,40 (14.0 ETH),0 own 0%,7 own 10.8%,1 own 1.1%,0 own 0%,0.0,46.0,3496,23,70,-32.984,25,33.4,INDIVIDUAL,4,40.0,14.0,ETH),0.0,0.0,7.0,10.8,1.0,1.1,0.0,0.0,0xfF3...Bb,202,False
10228,2.4,245,146,0/0,0.7338709677419355,RENOUNCED (15),5817.0,44,39,1,Binance,90 (191.3 ETH),0 own 0%,5 own 3.4%,0 own 0%,1 own 0.5%,1.0,371.0,18895,18,90,-33.962,0,0,RENOUNCED,15,90.0,191.3,ETH),0.0,0.0,5.0,3.4,0.0,0.0,1.0,0.5,ucanfollowme.eth,187,False
356593,18.9,,143,0/0,0.8333333333333334,RENOUNCED (8),75.0,8645,8644,8640,Binance,467 (57.9 ETH),1 own 0.4%,18 own 12.5%,15 own 1.3%,1 own 0.6%,1.0,471.0,5073,11,100,-31.5173,0,0,RENOUNCED,8,467.0,57.9,ETH),1.0,0.4,18.0,12.5,15.0,1.3,1.0,0.6,0x8B4...b2,3,False
6819,2.9,9,0,15/29.2,0.0,0xdCb...Bf  (4),2599.0,4,0,5,Mexc,1 (1.4 ETH),0 own 0%,9 own 11.5%,0 own 0%,0 own 0%,0.0,92.0,4863,1,33,104.4322,15,29.2,INDIVIDUAL,4,1.0,1.4,ETH),0.0,0.0,9.0,11.5,0.0,0.0,0.0,0.0,0xd3C...70,12,True
8709,2.1,54,6,0.7/1.9,0.0,0xc94...39  (14),471.0,33,22,52,Binance,37 (21.9 ETH),8 own 8.8%,6 own 5.9%,5 own 6.8%,0 own 0%,2.0,92.0,3195,21,47,113.8542,0.7,1.9,INDIVIDUAL,14,37.0,21.9,ETH),8.0,8.8,6.0,5.9,5.0,6.8,0.0,0.0,0xc2B...D1,43,True
13391,2.4,67,26,0/8,0.28169014084507044,RENOUNCED (9),2824.0,18,4,26,Mexc,53 (25.7 ETH),0 own 0%,22 own 23.9%,0 own 0%,0 own 0%,1.0,371.0,3441,31,97,-38.9076,0,8,RENOUNCED,9,53.0,25.7,ETH),0.0,0.0,22.0,23.9,0.0,0.0,0.0,0.0,0x486...36,128,False
18598,4.8,46,3,10/32.7,0.0,0xdCb...Bf  (6),3092.0,9,4,5,Mexc,23 (64.5 ETH),0 own 0%,9 own 29.7%,0 own 0%,1 own 0.8%,0.0,557.0,8164,1,33,172.5353,10,32.7,INDIVIDUAL,6,23.0,64.5,ETH),0.0,0.0,9.0,29.7,0.0,0.0,1.0,0.8,0xddb...75,12,True
73852,5.8,460,313,0/0,0.2857142857142857,RENOUNCED (10),5857.0,22,3,1,Mexc,173 (114.1 ETH),1 own 0.7%,2 own 0.4%,2 own 0.8%,1 own 0.7%,1.0,662.0,7325,22,100,-39.1403,0,0,RENOUNCED,10,173.0,114.1,ETH),1.0,0.7,2.0,0.4,2.0,0.8,1.0,0.7,0xba9...e4,16,False
10211,2.3,65,13,25/24.4,0.4864864864864865,0x5D9...75  (8),3375.0,30,21,1,Binance,51 (22.5 ETH),0 own 0%,7 own 10.8%,1 own 1.1%,0 own 0%,0.0,37.0,4202,17,100,-32.4388,25,24.4,INDIVIDUAL,8,51.0,22.5,ETH),0.0,0.0,7.0,10.8,1.0,1.1,0.0,0.0,0x057...Ed,5,False
121340,7.5,,404,0/0,0.28169014084507044,RENOUNCED (11),6390.0,54,35,1,Mexc,208 (130.9 ETH),1 own 0.7%,3 own 0.6%,3 own 0.8%,1 own 0.7%,1.0,557.0,4604,38,91,-30.0967,0,0,RENOUNCED,11,208.0,130.9,ETH),1.0,0.7,3.0,0.6,3.0,0.8,1.0,0.7,0xF7F...d1,33,False
28133,3.4,219,122,0/0,0.28169014084507044,RENOUNCED (26),9322.0,56,35,66240,Binance,130 (51.1 ETH),0 own 0%,32 own 27.4%,7 own 3.4%,0 own 0%,1.0,371.0,6342,13,97,100.6896,0,0,RENOUNCED,26,130.0,51.1,ETH),0.0,0.0,32.0,27.4,7.0,3.4,0.0,0.0,0x77a...54,72,True
138850,8.1,,423,0/0,0.28169014084507044,RENOUNCED (11),6394.0,57,38,1,Mexc,217 (144.0 ETH),1 own 0.7%,3 own 0.6%,3 own 0.8%,1 own 0.7%,1.0,278.0,3719,9,100,-33.7514,0,0,RENOUNCED,11,217.0,144.0,ETH),1.0,0.7,3.0,0.6,3.0,0.8,1.0,0.7,tinoz.eth,12,False
29051,3.9,1234,940,0/0,0.48484848484848486,RENOUNCED (11),0.0,31,13,2,Binance,263 (267.7 ETH),1 own 0.4%,0 own 0%,3 own 0.4%,2 own 2.8%,1.0,111.0,5731,18,93,111.5789,0,0,RENOUNCED,11,263.0,267.7,ETH),1.0,0.4,0.0,0.0,3.0,0.4,2.0,2.8,0xf18...12,29,True
13772,2.7,1259,965,0/0,0.48484848484848486,RENOUNCED (11),0.0,3,44,3,Binance,257 (353.7 ETH),1 own 0.4%,0 own 0%,3 own 0.4%,3 own 3.2%,1.0,464.0,4637,27,78,-32.9829,0,0,RENOUNCED,11,257.0,353.7,ETH),1.0,0.4,0.0,0.0,3.0,0.4,3.0,3.2,0xa09...79,18,False
69833,5.4,271,155,0/0,0.28169014084507044,RENOUNCED (28),8862.0,11,49,66240,Binance,154 (89.3 ETH),0 own 0%,24 own 18.4%,7 own 2.9%,0 own 0%,1.0,92.0,20881,17,94,-31.4284,0,0,RENOUNCED,28,154.0,89.3,ETH),0.0,0.0,24.0,18.4,7.0,2.9,0.0,0.0,0xb7D...13,16,False
143720,11.3,,101,1/2,0.0,0xECF...02  (9),743.0,60,60,5,Kraken,106 (103.4 ETH),0 own 0%,19 own 22.2%,18 own 22.1%,0 own 0%,2.0,468.0,5685,11,100,-30.2749,1,2,INDIVIDUAL,9,106.0,103.4,ETH),0.0,0.0,19.0,22.2,18.0,22.1,0.0,0.0,0x5C6...ed,46,False
85810,6.1,367,230,0/0,0.28169014084507044,RENOUNCED (28),8864.0,29,7,66240,Binance,179 (73.6 ETH),0 own 0%,14 own 12.7%,4 own 1.1%,0 own 0%,1.0,372.0,5831,23,90,-31.1065,0,0,RENOUNCED,28,179.0,73.6,ETH),0.0,0.0,14.0,12.7,4.0,1.1,0.0,0.0,0x7E5...df,21,False
17725,2.2,126,49,1/1,0.3333333333333333,RENOUNCED (9),154.0,50,18,1,Coinbase,96 (56.9 ETH),0 own 0%,6 own 11.6%,4 own 3.8%,0 own 0%,0.0,372.0,4079,30,100,114.2068,1,1,RENOUNCED,9,96.0,56.9,ETH),0.0,0.0,6.0,11.6,4.0,3.8,0.0,0.0,0xF84...3C,8,True
213212,10.0,,453,0/0,0.28169014084507044,RENOUNCED (11),6395.0,6,46,2,Mexc,249 (143.1 ETH),1 own 0.7%,4 own 0.7%,4 own 0.9%,1 own 0.7%,1.0,1204.0,7399,22,100,109.5703,0,0,RENOUNCED,11,249.0,143.1,ETH),1.0,0.7,4.0,0.7,4.0,0.9,1.0,0.7,0xba9...e4,17,True
20194,3.0,394,266,0/0,0.0,RENOUNCED (14),3683.0,2,54,20,Binance,112 (40.8 ETH),0 own 0%,4 own 4.2%,3 own 2%,0 own 0%,3.0,186.0,3622,29,100,-32.165,0,0,RENOUNCED,14,112.0,40.8,ETH),0.0,0.0,4.0,4.2,3.0,2.0,0.0,0.0,0x85E...65,58,False
15602,2.8,88,41,0.7/2.2,0.0,RENOUNCED (16),469.0,36,25,1,Binance,51 (22.1 ETH),8 own 8.8%,6 own 7.7%,8 own 11.7%,0 own 0%,2.0,279.0,3222,21,48,108.8989,0.7,2.2,RENOUNCED,16,51.0,22.1,ETH),8.0,8.8,6.0,7.7,8.0,11.7,0.0,0.0,0xc2B...D1,44,True
31812,3.8,407,269,0/0,0.0,RENOUNCED (14),3683.0,4,56,20,Binance,119 (42.1 ETH),0 own 0%,4 own 4.2%,2 own 1.7%,0 own 0%,3.0,186.0,7701,15,100,-30.0284,0,0,RENOUNCED,14,119.0,42.1,ETH),0.0,0.0,4.0,4.2,2.0,1.7,0.0,0.0,0x0bA...70,31,False
72608,5.9,850,625,0/0,0.28169014084507044,RENOUNCED (11),6397.0,35,17,2,Mexc,253 (138.7 ETH),1 own 0.7%,2 own 0.1%,4 own 0.8%,1 own 0.7%,1.0,93.0,5505,18,94,119.5042,0,0,RENOUNCED,11,253.0,138.7,ETH),1.0,0.7,2.0,0.1,4.0,0.8,1.0,0.7,0xf18...12,31,True
2386,0.7,106,85,0/0,0.4824120603015075,RENOUNCED (11),2248.0,28,24,4320,FixedFloat,36 (3.7 ETH),0 own 0%,0 own 0%,0 own 0%,0 own 0%,2.0,186.0,20601,57,100,-37.268,0,0,RENOUNCED,11,36.0,3.7,ETH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0x821...27,10,False
750077,59.7,,103,0/0,0.7401960784313726,RENOUNCED (42),23730.0,28807,24488,28800,INDIVIDUAL,363 (149.2 ETH),2 own 0.3%,0 own 0%,23 own 5.7%,2 own 1.3%,1.0,981.0,3281,2,100,104.5165,0,0,RENOUNCED,42,363.0,149.2,ETH),2.0,0.3,0.0,0.0,23.0,5.7,2.0,1.3,0xD51...B2,8,True
602389,36.5,,462,0/0,0.0,RENOUNCED (24),1190.0,8655,7205,10080,INDIVIDUAL,591 (448.9 ETH),1 own 0.3%,0 own 0%,10 own 2.2%,8 own 4.9%,0.0,1401.0,4205,13,89,-39.0927,0,0,RENOUNCED,24,591.0,448.9,ETH),1.0,0.3,0.0,0.0,10.0,2.2,8.0,4.9,0xFf4...59,9,False
4951,1.4,11,0,0/5.2,0.0,0x1B4...42  (4),346.0,13,1,4,Binance,12 (1.7 ETH),0 own 0%,5 own 7%,1 own 1.6%,0 own 0%,1.0,111.0,11589,41,59,101.7004,0,5.2,INDIVIDUAL,4,12.0,1.7,ETH),0.0,0.0,5.0,7.0,1.0,1.6,0.0,0.0,0x030...9E,80,True
9378,2.0,24,0,0/22.5,0.48,0xfd7...22  (5),916.0,31,0,46,Kucoin,25 (11.5 ETH),0 own 0%,24 own 34.2%,1 own 0.7%,0 own 0%,1.0,93.0,4303,24,96,-33.9864,0,22.5,INDIVIDUAL,5,25.0,11.5,ETH),0.0,0.0,24.0,34.2,1.0,0.7,0.0,0.0,0xC1D...28,79,False
14422,4.4,6,2,4/6.6,0.7857142857142857,RENOUNCED (14),1292.0,406081,406081,406080,Binance,170 (248.4 ETH),1 own 0%,0 own 0%,4 own 4.7%,3 own 1.1%,1.0,559.0,16635,20,92,-32.0892,4,6.6,RENOUNCED,14,170.0,248.4,ETH),1.0,0.0,0.0,0.0,4.0,4.7,3.0,1.1,0xDF5...12,52,False
14325,2.7,1295,1000,0/0,0.48484848484848486,RENOUNCED (11),0.0,54,36,3,Binance,251 (356.1 ETH),1 own 0.4%,0 own 0%,4 own 0.7%,3 own 3.2%,1.0,93.0,4610,17,94,-33.1821,0,0,RENOUNCED,11,251.0,356.1,ETH),1.0,0.4,0.0,0.0,4.0,0.7,3.0,3.2,0xf18...12,32,False
